2026-01-18T18:14:58.136509Z  INFO Selected model: gpt-5.2, Selected effort: high
   if (r < 0.7) return "event"
@@
 function awardLoot(state, { difficulty, isBoss, lootMult }) {
   const mods = computeModifiers(state)
   const totalLootMult = mods.lootMult * lootMult
   const gold = Math.ceil((6 + 5 * difficulty + (isBoss ? 20 : 0)) * totalLootMult)
   const meat = Math.random() < 0.65 ? Math.ceil((1 + difficulty * 0.6) * totalLootMult) : 0
   const herbs = Math.random() < 0.4 ? Math.ceil((1 + difficulty * 0.4) * totalLootMult) : 0
-  state.resources.gold += gold
-  state.resources.meat += meat
-  state.resources.herbs += herbs
+  addResourceCapped(state, "gold", gold)
+  addResourceCapped(state, "meat", meat)
+  addResourceCapped(state, "herbs", herbs)
   return { gold, meat, herbs }
 }
*** End Patch
2026-01-18T18:28:57.821563Z  INFO ToolCall: apply_patch *** Begin Patch
*** Add File: src/game/actions.js
+import { BUILDINGS } from "./content.js"
+import { scaleCost, canAfford, payCost, nextLevelProgress } from "./math.js"
+import { pushLog } from "./log.js"
+import { RECIPES } from "./recipes.js"
+import { createDefaultState } from "./state.js"
+
+export function setTab(state, tab) {
+  state.ui.tab = tab
+}
+
+export function setActivityIdle(state) {
+  state.activity.type = "idle"
+  pushLog(state, "Now idle.")
+}
+
+export function startGather(state, skillId) {
+  state.activity.type = "gather"
+  state.activity.gatherSkill = skillId
+  pushLog(state, `Gathering: ${skillId}.`)
+}
+
+export function startCraft(state, recipeId) {
+  const recipe = RECIPES[recipeId]
+  if (!recipe) return
+  const lvl = state.buildings[recipe.requiresBuilding]?.level ?? 0
+  if (lvl <= 0) return
+  state.activity.type = "craft"
+  state.activity.craft = { recipeId, inProgress: false, remainingSec: 0 }
+  pushLog(state, `Crafting: ${recipe.name}.`)
+}
+
+export function buildingNextCost(state, buildingId) {
+  const b = BUILDINGS[buildingId]
+  const current = state.buildings[buildingId]?.level ?? 0
+  return scaleCost(b.baseCost, b.costScale, current + 1)
+}
+
+export function upgradeBuilding(state, buildingId) {
+  const b = BUILDINGS[buildingId]
+  if (!b) return
+  const current = state.buildings[buildingId]?.level ?? 0
+  const cost = buildingNextCost(state, buildingId)
+  if (!canAfford(state.resources, cost)) return
+  payCost(state.resources, cost)
+  state.buildings[buildingId].level = current + 1
+  pushLog(state, `Upgraded ${b.name} to level ${current + 1}.`)
+}
+
+function canPrestige(state) {
+  const hall = state.buildings.townHall?.level ?? 0
+  const bosses = state.expedition?.stats?.bossesDefeated ?? 0
+  return hall >= 1 && bosses >= 1
+}
+
+function computePrestigeGain(state) {
+  const hall = state.buildings.townHall?.level ?? 0
+  const bosses = state.expedition?.stats?.bossesDefeated ?? 0
+  let totalLevels = 0
+  for (const [id, s] of Object.entries(state.skills)) {
+    totalLevels += nextLevelProgress(s.xp).level
+  }
+  const gain = Math.floor(bosses * 2 + hall + totalLevels / 25)
+  return Math.max(1, gain)
+}
+
+export function foundNewSettlement(state) {
+  if (!canPrestige(state)) return false
+  const gain = computePrestigeGain(state)
+  const legacy = state.legacy
+  const next = createDefaultState()
+  next.legacy = {
+    ...legacy,
+    points: (legacy?.points ?? 0) + gain,
+    bonuses: legacy?.bonuses ?? { globalXpMult: 1, globalYieldMult: 1 },
+  }
+  next.ui.tab = "prestige"
+  Object.assign(state, next)
+  pushLog(state, `Founded a new settlement. Gained ${gain} legacy point${gain === 1 ? "" : "s"}.`)
+  return true
+}
+
+export function buyLegacyUpgrade(state, upgradeId) {
+  if ((state.legacy?.points ?? 0) < 1) return false
+  state.legacy.points -= 1
+  if (upgradeId === "xp") {
+    state.legacy.bonuses.globalXpMult = (state.legacy.bonuses.globalXpMult ?? 1) * 1.05
+    pushLog(state, "Legacy: +5% global XP.")
+    return true
+  }
+  if (upgradeId === "yield") {
+    state.legacy.bonuses.globalYieldMult = (state.legacy.bonuses.globalYieldMult ?? 1) * 1.05
+    pushLog(state, "Legacy: +5% global yield.")
+    return true
+  }
+  // Refund if unknown
+  state.legacy.points += 1
+  return false
+}
+
*** End Patch
2026-01-18T18:29:24.019860Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: src/game/store.js
@@
 export function createStore({ storageKey }) {
   /** @type {ReturnType<typeof createDefaultState>} */
   let state = createDefaultState()
   const listeners = new Set()
   let dirty = false
@@
   function load() {
     const rawText = localStorage.getItem(storageKey)
     if (!rawText) return
     const raw = safeJsonParse(rawText)
     const migrated = migrateSave(raw)
     if (!migrated) return
     state = migrated
     dirty = false
     notify()
   }
 
+  function replace(nextState) {
+    const migrated = migrateSave(nextState)
+    if (!migrated) return false
+    state = migrated
+    dirty = true
+    notify()
+    return true
+  }
+
   function save() {
     if (!dirty) return
     localStorage.setItem(storageKey, JSON.stringify(state))
     dirty = false
   }
@@
   function hardReset() {
     state = createDefaultState()
     dirty = true
     save()
     notify()
   }
 
-  return { getState, update, subscribe, load, save, hardReset }
+  return { getState, update, subscribe, load, replace, save, hardReset }
 }
*** End Patch
2026-01-18T18:30:23.400265Z  INFO ToolCall: apply_patch *** Begin Patch
*** Add File: src/game/ui.js
+import { BUILDINGS, RESOURCES, SKILLS } from "./content.js"
+import { nextLevelProgress } from "./math.js"
+import { formatInt, formatNumber, formatSeconds } from "./format.js"
+import {
+  buildingNextCost,
+  buyLegacyUpgrade,
+  foundNewSettlement,
+  setActivityIdle,
+  setTab,
+  startCraft,
+  startGather,
+  upgradeBuilding,
+} from "./actions.js"
+import { chooseExpeditionOption, startExpedition, stopExpedition } from "./expedition.js"
+import { RECIPES } from "./recipes.js"
+import { computeModifiers } from "./modifiers.js"
+
+function escapeHtml(s) {
+  return String(s)
+    .replaceAll("&", "&amp;")
+    .replaceAll("<", "&lt;")
+    .replaceAll(">", "&gt;")
+    .replaceAll('"', "&quot;")
+}
+
+function renderCost(cost) {
+  const parts = []
+  for (const [rid, amt] of Object.entries(cost)) {
+    const name = RESOURCES[rid]?.name ?? rid
+    parts.push(`${escapeHtml(name)}: ${formatInt(amt)}`)
+  }
+  return parts.join(" · ")
+}
+
+function isInjured(state) {
+  return (state._injuredUntil ?? 0) > Date.now()
+}
+
+export function createUI({ root, store }) {
+  let scheduled = false
+
+  function scheduleRender() {
+    if (scheduled) return
+    scheduled = true
+    requestAnimationFrame(() => {
+      scheduled = false
+      render()
+    })
+  }
+
+  function renderResources(state) {
+    const cap = computeModifiers(state).storageCap
+    const rows = Object.keys(RESOURCES)
+      .map((rid) => {
+        const r = RESOURCES[rid]
+        const v = state.resources[rid] ?? 0
+        const c = rid === "gold" ? "res res--gold" : "res"
+        return `<div class="${c}"><div class="res__name">${escapeHtml(r.name)}</div><div class="res__val">${formatInt(v)} <span class="muted">/ ${formatInt(cap)}</span></div></div>`
+      })
+      .join("")
+    return `<div class="resGrid">${rows}</div>`
+  }
+
+  function renderActions(state) {
+    const forge = state.buildings.forge?.level ?? 0
+    const camp = state.buildings.campfire?.level ?? 0
+    const alc = state.buildings.alchemistHut?.level ?? 0
+
+    const activity = state.activity.type
+    const activeLabel =
+      activity === "idle"
+        ? "Idle"
+        : activity === "gather"
+          ? `Gathering (${SKILLS[state.activity.gatherSkill]?.name ?? state.activity.gatherSkill})`
+          : activity === "craft"
+            ? `Crafting (${RECIPES[state.activity.craft?.recipeId]?.name ?? "?"})`
+            : activity === "expedition"
+              ? "On Expedition"
+              : activity
+
+    return `
+      <div class="card">
+        <div class="card__title">Actions</div>
+        <div class="row">
+          <div class="pill">${escapeHtml(activeLabel)}${isInjured(state) ? ' <span class="bad">Injured</span>' : ""}</div>
+          <button class="btn" data-action="activity-idle">Idle</button>
+        </div>
+        <div class="row">
+          <button class="btn" data-action="activity-gather" data-skill="woodcutting">Woodcut</button>
+          <button class="btn" data-action="activity-gather" data-skill="mining">Mine</button>
+        </div>
+        <div class="row">
+          <button class="btn" data-action="activity-craft" data-recipe="smeltBars" ${forge <= 0 ? "disabled" : ""}>Smelt Bars</button>
+          <button class="btn" data-action="activity-craft" data-recipe="craftWeapon" ${forge <= 0 ? "disabled" : ""}>Weapon +1</button>
+          <button class="btn" data-action="activity-craft" data-recipe="craftArmor" ${forge <= 0 ? "disabled" : ""}>Armor +1</button>
+        </div>
+        <div class="row">
+          <button class="btn" data-action="activity-craft" data-recipe="cookRations" ${camp <= 0 ? "disabled" : ""}>Cook Rations</button>
+          <button class="btn" data-action="activity-craft" data-recipe="brewPotions" ${alc <= 0 ? "disabled" : ""}>Brew Potions</button>
+        </div>
+      </div>
+    `
+  }
+
+  function renderTown(state) {
+    const cards = Object.keys(BUILDINGS)
+      .map((bid) => {
+        const b = BUILDINGS[bid]
+        const lvl = state.buildings[bid]?.level ?? 0
+        const cost = buildingNextCost(state, bid)
+        return `
+          <div class="card">
+            <div class="card__title">${escapeHtml(b.name)} <span class="muted">Lv ${lvl}</span></div>
+            <div class="muted">${escapeHtml(b.desc)}</div>
+            <div class="muted small">Next: ${renderCost(cost)}</div>
+            <div class="row">
+              <button class="btn" data-action="upgrade-building" data-building="${escapeHtml(bid)}">Upgrade</button>
+            </div>
+          </div>
+        `
+      })
+      .join("")
+    return `<div class="stack">${renderActions(state)}${cards}</div>`
+  }
+
+  function renderSkills(state) {
+    const skills = Object.keys(SKILLS)
+      .map((sid) => {
+        const s = SKILLS[sid]
+        const xp = state.skills[sid]?.xp ?? 0
+        const p = nextLevelProgress(xp)
+        const pct = Math.floor(p.pct * 100)
+        return `
+          <div class="card">
+            <div class="card__title">${escapeHtml(s.name)} <span class="muted">Lv ${p.level}</span></div>
+            <div class="bar"><div class="bar__fill" style="width:${pct}%"></div></div>
+            <div class="muted small">${formatInt(Math.floor(p.xpIntoLevel))} / ${formatInt(p.xpForNext)} XP</div>
+          </div>
+        `
+      })
+      .join("")
+    return `<div class="stack">${renderActions(state)}${skills}</div>`
+  }
+
+  function renderExpedition(state) {
+    const e = state.expedition
+    if (!e.active) {
+      const canStart = (state.resources.rations ?? 0) > 0 || (state.resources.meat ?? 0) > 0
+      return `
+        <div class="stack">
+          ${renderActions(state)}
+          <div class="card">
+            <div class="card__title">Expeditions</div>
+            <div class="muted">Prep in town, then explore room-by-room. Boss is always the last room.</div>
+            <div class="row">
+              <button class="btn" data-action="expedition-start" data-risk="1" ${canStart ? "" : ""}>Start (Risk 1)</button>
+              <button class="btn" data-action="expedition-start" data-risk="2" ${canStart ? "" : ""}>Start (Risk 2)</button>
+              <button class="btn" data-action="expedition-start" data-risk="3" ${canStart ? "" : ""}>Start (Risk 3)</button>
+            </div>
+            <div class="muted small">Tip: cook rations for safer runs.</div>
+          </div>
+        </div>
+      `
+    }
+
+    const room = e.room
+    const roomName =
+      room?.type === "combat"
+        ? "Combat"
+        : room?.type === "boss"
+          ? "Boss"
+          : room?.type === "rest"
+            ? "Rest"
+            : room?.type === "treasure"
+              ? "Treasure"
+              : room?.type === "event"
+                ? "Event"
+                : "Unknown"
+
+    const pct = room?.durationSec ? Math.floor((room.progressSec / room.durationSec) * 100) : 0
+    const remaining = room?.durationSec ? Math.max(0, room.durationSec - room.progressSec) : 0
+
+    const choice = e.pendingChoice
+    const choiceUi = choice
+      ? `
+          <div class="card">
+            <div class="card__title">Decision</div>
+            <div class="row">
+              ${choice.options
+                .map(
+                  (o) =>
+                    `<button class="btn" data-action="expedition-choice" data-choice="${escapeHtml(o.id)}">${escapeHtml(o.name)}</button>`
+                )
+                .join("")}
+            </div>
+            <div class="muted small">Offline progress pauses at decisions.</div>
+          </div>
+        `
+      : ""
+
+    return `
+      <div class="stack">
+        ${renderActions(state)}
+        <div class="card">
+          <div class="card__title">On Expedition <span class="muted">Risk ${e.risk}</span></div>
+          <div class="row">
+            <div class="pill">Room ${e.roomIndex + 1} / ${e.roomCount}</div>
+            <div class="pill">${roomName} · Diff ${room?.difficulty ?? "?"}</div>
+            <button class="btn btn--warn" data-action="expedition-stop">Return</button>
+          </div>
+          <div class="bar"><div class="bar__fill" style="width:${Math.max(0, Math.min(100, pct))}%"></div></div>
+          <div class="muted small">${formatSeconds(remaining)} remaining</div>
+        </div>
+        ${choiceUi}
+        <div class="card">
+          <div class="card__title">Supplies</div>
+          <div class="row">
+            <div class="pill">Rations: ${formatInt(state.resources.rations ?? 0)}</div>
+            <div class="pill">Potions: ${formatInt(state.resources.potions ?? 0)}</div>
+          </div>
+          <div class="muted small">Gear: Weapon T${state.equipment.weaponTier ?? 0} · Armor T${state.equipment.armorTier ?? 0}</div>
+        </div>
+      </div>
+    `
+  }
+
+  function renderPrestige(state) {
+    const hall = state.buildings.townHall?.level ?? 0
+    const bosses = state.expedition?.stats?.bossesDefeated ?? 0
+    const eligible = hall >= 1 && bosses >= 1
+    const xpMult = state.legacy?.bonuses?.globalXpMult ?? 1
+    const yieldMult = state.legacy?.bonuses?.globalYieldMult ?? 1
+
+    return `
+      <div class="stack">
+        <div class="card">
+          <div class="card__title">Legacy</div>
+          <div class="row">
+            <div class="pill">Points: ${formatInt(state.legacy?.points ?? 0)}</div>
+            <div class="pill">XP: ${formatNumber(xpMult, 3)}×</div>
+            <div class="pill">Yield: ${formatNumber(yieldMult, 3)}×</div>
+          </div>
+          <div class="row">
+            <button class="btn" data-action="legacy-buy" data-upgrade="xp" ${(state.legacy?.points ?? 0) < 1 ? "disabled" : ""}>Buy +5% XP</button>
+            <button class="btn" data-action="legacy-buy" data-upgrade="yield" ${(state.legacy?.points ?? 0) < 1 ? "disabled" : ""}>Buy +5% Yield</button>
+          </div>
+          <div class="muted small">Each purchase costs 1 point.</div>
+        </div>
+        <div class="card">
+          <div class="card__title">Found New Settlement</div>
+          <div class="muted">Requires Town Hall Lv 1+ and at least 1 boss defeated.</div>
+          <div class="row">
+            <div class="pill">Town Hall: Lv ${hall}</div>
+            <div class="pill">Bosses: ${bosses}</div>
+          </div>
+          <div class="row">
+            <button class="btn btn--warn" data-action="prestige-found" ${eligible ? "" : "disabled"}>Found New Settlement</button>
+          </div>
+        </div>
+      </div>
+    `
+  }
+
+  function renderSettings(state) {
+    return `
+      <div class="stack">
+        <div class="card">
+          <div class="card__title">Save</div>
+          <div class="row">
+            <button class="btn" data-action="save-export">Export</button>
+            <button class="btn" data-action="save-import">Import</button>
+            <button class="btn btn--warn" data-action="save-reset">Hard Reset</button>
+          </div>
+          <textarea id="saveBox" class="saveBox" spellcheck="false" placeholder="Exported save appears here. Paste a save here to import."></textarea>
+        </div>
+      </div>
+    `
+  }
+
+  function renderPanel(state) {
+    if (state.ui.tab === "town") return renderTown(state)
+    if (state.ui.tab === "skills") return renderSkills(state)
+    if (state.ui.tab === "expedition") return renderExpedition(state)
+    if (state.ui.tab === "prestige") return renderPrestige(state)
+    if (state.ui.tab === "settings") return renderSettings(state)
+    return renderTown(state)
+  }
+
+  function renderTabs(state) {
+    const tabs = [
+      ["town", "Town"],
+      ["skills", "Skills"],
+      ["expedition", "Expedition"],
+      ["prestige", "Prestige"],
+      ["settings", "Settings"],
+    ]
+    return tabs
+      .map(([id, label]) => {
+        const active = state.ui.tab === id ? "tab tab--active" : "tab"
+        return `<button class="${active}" data-action="tab" data-tab="${escapeHtml(id)}">${escapeHtml(label)}</button>`
+      })
+      .join("")
+  }
+
+  function renderLog(state) {
+    const lines = (state.ui.log ?? []).slice(0, 14)
+    if (lines.length === 0) return `<div class="muted small">No log yet.</div>`
+    return lines.map((l) => `<div class="logLine">${escapeHtml(l)}</div>`).join("")
+  }
+
+  function render() {
+    const state = store.getState()
+    root.innerHTML = `
+      <div class="hud">
+        <div class="hudTop">
+          <div class="title">Frontier Idle</div>
+          <div class="hudMeta">
+            <span class="pill">Storage: ${formatInt(computeModifiers(state).storageCap)}</span>
+            <span class="pill">Legacy: ${formatInt(state.legacy?.points ?? 0)}</span>
+          </div>
+        </div>
+        ${renderResources(state)}
+        <div class="tabs">${renderTabs(state)}</div>
+        <div class="panel">${renderPanel(state)}</div>
+        <div class="log">
+          <div class="logTitle">Log</div>
+          <div class="logBody">${renderLog(state)}</div>
+        </div>
+      </div>
+    `
+  }
+
+  function onClick(e) {
+    const target = e.target?.closest?.("[data-action]")
+    if (!target) return
+    const action = target.getAttribute("data-action")
+
+    if (action === "tab") {
+      const tab = target.getAttribute("data-tab")
+      store.update((s) => setTab(s, tab))
+      return
+    }
+
+    if (action === "upgrade-building") {
+      const buildingId = target.getAttribute("data-building")
+      store.update((s) => upgradeBuilding(s, buildingId))
+      return
+    }
+
+    if (action === "activity-idle") {
+      store.update((s) => setActivityIdle(s))
+      return
+    }
+
+    if (action === "activity-gather") {
+      const skillId = target.getAttribute("data-skill")
+      store.update((s) => startGather(s, skillId))
+      return
+    }
+
+    if (action === "activity-craft") {
+      const recipeId = target.getAttribute("data-recipe")
+      store.update((s) => startCraft(s, recipeId))
+      return
+    }
+
+    if (action === "expedition-start") {
+      const risk = Number(target.getAttribute("data-risk") || 1)
+      store.update((s) => startExpedition(s, { risk }))
+      store.update((s) => setTab(s, "expedition"))
+      return
+    }
+
+    if (action === "expedition-stop") {
+      store.update((s) => stopExpedition(s))
+      return
+    }
+
+    if (action === "expedition-choice") {
+      const choiceId = target.getAttribute("data-choice")
+      store.update((s) => chooseExpeditionOption(s, choiceId))
+      return
+    }
+
+    if (action === "prestige-found") {
+      store.update((s) => foundNewSettlement(s))
+      return
+    }
+
+    if (action === "legacy-buy") {
+      const upgradeId = target.getAttribute("data-upgrade")
+      store.update((s) => buyLegacyUpgrade(s, upgradeId))
+      return
+    }
+
+    if (action === "save-export") {
+      const box = root.querySelector("#saveBox")
+      if (box) box.value = JSON.stringify(store.getState())
+      return
+    }
+
+    if (action === "save-import") {
+      const box = root.querySelector("#saveBox")
+      if (!box) return
+      const raw = box.value?.trim()
+      if (!raw) return
+      try {
+        const parsed = JSON.parse(raw)
+        const ok = store.replace(parsed)
+        if (ok) store.save()
+      } catch {
+        // ignore; user can correct
+      }
+      return
+    }
+
+    if (action === "save-reset") {
+      store.hardReset()
+      return
+    }
+  }
+
+  root.addEventListener("click", onClick)
+  const unsub = store.subscribe(scheduleRender)
+  render()
+
+  return {
+    destroy() {
+      root.removeEventListener("click", onClick)
+      unsub()
+    },
+  }
+}
+
*** End Patch
2026-01-18T18:30:32.312589Z  INFO ToolCall: apply_patch *** Begin Patch
*** Add File: src/game/app.js
+import { createStore } from "./store.js"
+import { createUI } from "./ui.js"
+import { runOfflineProgress, tickSimulation } from "./sim.js"
+import { pushLog } from "./log.js"
+
+const STORAGE_KEY = "frontier-idle.save.v1"
+
+export function createGameApp() {
+  const hudRoot = document.getElementById("hud")
+  if (!hudRoot) throw new Error("Missing #hud element")
+
+  const store = createStore({ storageKey: STORAGE_KEY })
+  store.load()
+
+  // Offline progress
+  store.update((state) => {
+    const now = Date.now()
+    const last = state.meta?.lastTickAt ?? now
+    const elapsedSec = Math.max(0, (now - last) / 1000)
+    const simulated = runOfflineProgress(state, elapsedSec)
+    if (simulated >= 10) pushLog(state, `Offline progress: simulated ${Math.floor(simulated)}s.`)
+    state.meta.lastTickAt = now
+  })
+
+  const ui = createUI({ root: hudRoot, store })
+
+  const saveTimer = setInterval(() => store.save(), 5000)
+  window.addEventListener("beforeunload", () => store.save())
+
+  function tick(dtSec) {
+    store.update((state) => {
+      tickSimulation(state, dtSec)
+      state.meta.lastTickAt = Date.now()
+    })
+  }
+
+  return {
+    store,
+    tick,
+    destroy() {
+      clearInterval(saveTimer)
+      ui.destroy()
+      store.save()
+    },
+  }
+}
+
*** End Patch
2026-01-18T18:30:35.487899Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: src/game/expedition.js
@@
 export function startExpedition(state, { risk = 1 }) {
   const now = Date.now()
+  if ((state.resources.rations ?? 0) > 0) state.resources.rations -= 1
+  else if ((state.resources.meat ?? 0) > 0) state.resources.meat -= 1
   state.activity.type = "expedition"
   state.expedition.active = true
   state.expedition.risk = Math.max(1, Math.min(3, risk))
   state.expedition.seed = Math.floor(Math.random() * 2 ** 31)
   state.expedition.roomIndex = 0
   state.expedition.roomCount = 8 + 2 * state.expedition.risk
   state.expedition.room = makeRoom(state)
   state.expedition.pendingChoice = null
   state.meta.lastTickAt = now
   pushLog(state, `Expedition started (Risk ${state.expedition.risk}).`)
 }
*** End Patch
2026-01-18T18:30:41.459820Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: index.html
@@
   <body>
     <canvas class="webgl"></canvas>
+    <div id="hud"></div>
     <script type="module" src="/main.js"></script>
   </body>
 </html>
*** End Patch
2026-01-18T18:31:04.272036Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: style.css
@@
 *
 {
     margin: 0;
     padding: 0;
+    box-sizing: border-box;
 }
 
 html,
 body
 {
     overflow: hidden;
+    font-family: ui-sans-serif, system-ui, -apple-system, Segoe UI, Roboto, Arial, "Apple Color Emoji", "Segoe UI Emoji";
 }
 
 .webgl
 {
     position: fixed;
     top: 0;
     left: 0;
     outline: none;
+    z-index: 0;
 }
+
+#hud {
+    position: fixed;
+    top: 12px;
+    left: 12px;
+    width: min(440px, calc(100vw - 24px));
+    height: calc(100vh - 24px);
+    z-index: 10;
+    pointer-events: auto;
+}
+
+.hud {
+    height: 100%;
+    overflow: auto;
+    padding: 12px;
+    border-radius: 14px;
+    background: rgba(12, 14, 20, 0.78);
+    border: 1px solid rgba(255, 255, 255, 0.08);
+    backdrop-filter: blur(10px);
+    color: #e9eef6;
+}
+
+.hudTop {
+    display: flex;
+    align-items: baseline;
+    justify-content: space-between;
+    gap: 10px;
+    margin-bottom: 10px;
+}
+
+.title {
+    font-size: 16px;
+    font-weight: 700;
+    letter-spacing: 0.2px;
+}
+
+.hudMeta {
+    display: flex;
+    gap: 8px;
+    flex-wrap: wrap;
+    justify-content: flex-end;
+}
+
+.muted {
+    color: rgba(233, 238, 246, 0.72);
+}
+
+.muted.small {
+    font-size: 12px;
+}
+
+.bad {
+    color: #ff6b6b;
+    font-weight: 700;
+}
+
+.pill {
+    display: inline-flex;
+    align-items: center;
+    gap: 6px;
+    padding: 6px 10px;
+    border-radius: 999px;
+    background: rgba(255, 255, 255, 0.06);
+    border: 1px solid rgba(255, 255, 255, 0.08);
+    font-size: 12px;
+    white-space: nowrap;
+}
+
+.tabs {
+    display: grid;
+    grid-template-columns: repeat(5, 1fr);
+    gap: 6px;
+    margin: 10px 0;
+}
+
+.tab {
+    padding: 8px 10px;
+    border-radius: 10px;
+    border: 1px solid rgba(255, 255, 255, 0.08);
+    background: rgba(255, 255, 255, 0.04);
+    color: inherit;
+    font-size: 12px;
+    cursor: pointer;
+}
+
+.tab--active {
+    background: rgba(86, 142, 255, 0.16);
+    border-color: rgba(86, 142, 255, 0.38);
+}
+
+.panel {
+    display: block;
+}
+
+.resGrid {
+    display: grid;
+    grid-template-columns: repeat(2, 1fr);
+    gap: 8px;
+    margin-top: 10px;
+}
+
+.res {
+    padding: 10px;
+    border-radius: 12px;
+    background: rgba(255, 255, 255, 0.05);
+    border: 1px solid rgba(255, 255, 255, 0.08);
+}
+
+.res__name {
+    font-size: 12px;
+    color: rgba(233, 238, 246, 0.72);
+}
+
+.res__val {
+    font-size: 14px;
+    font-weight: 700;
+    margin-top: 4px;
+}
+
+.res--gold {
+    background: rgba(255, 215, 0, 0.08);
+    border-color: rgba(255, 215, 0, 0.18);
+}
+
+.stack {
+    display: flex;
+    flex-direction: column;
+    gap: 10px;
+}
+
+.card {
+    padding: 12px;
+    border-radius: 14px;
+    background: rgba(255, 255, 255, 0.04);
+    border: 1px solid rgba(255, 255, 255, 0.08);
+}
+
+.card__title {
+    font-size: 13px;
+    font-weight: 800;
+    margin-bottom: 6px;
+}
+
+.row {
+    display: flex;
+    gap: 8px;
+    flex-wrap: wrap;
+    align-items: center;
+    margin-top: 8px;
+}
+
+.btn {
+    padding: 8px 10px;
+    border-radius: 10px;
+    border: 1px solid rgba(255, 255, 255, 0.12);
+    background: rgba(255, 255, 255, 0.06);
+    color: inherit;
+    cursor: pointer;
+    font-size: 12px;
+}
+
+.btn:disabled {
+    opacity: 0.4;
+    cursor: not-allowed;
+}
+
+.btn--warn {
+    background: rgba(255, 99, 99, 0.12);
+    border-color: rgba(255, 99, 99, 0.28);
+}
+
+.bar {
+    height: 10px;
+    border-radius: 999px;
+    overflow: hidden;
+    background: rgba(255, 255, 255, 0.06);
+    border: 1px solid rgba(255, 255, 255, 0.08);
+}
+
+.bar__fill {
+    height: 100%;
+    background: linear-gradient(90deg, rgba(86, 142, 255, 0.85), rgba(86, 255, 194, 0.85));
+}
+
+.log {
+    margin-top: 10px;
+    padding-top: 10px;
+    border-top: 1px solid rgba(255, 255, 255, 0.08);
+}
+
+.logTitle {
+    font-size: 12px;
+    font-weight: 800;
+    margin-bottom: 6px;
+}
+
+.logBody {
+    display: flex;
+    flex-direction: column;
+    gap: 4px;
+    font-size: 12px;
+    color: rgba(233, 238, 246, 0.75);
+}
+
+.logLine {
+    line-height: 1.25;
+}
+
+.saveBox {
+    width: 100%;
+    min-height: 140px;
+    margin-top: 10px;
+    padding: 10px;
+    border-radius: 12px;
+    border: 1px solid rgba(255, 255, 255, 0.1);
+    background: rgba(0, 0, 0, 0.3);
+    color: rgba(233, 238, 246, 0.92);
+    resize: vertical;
+    font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, "Liberation Mono", "Courier New", monospace;
+    font-size: 12px;
+}
*** End Patch
2026-01-18T18:31:18.179091Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: src/game/app.js
@@
 export function createGameApp() {
@@
   const saveTimer = setInterval(() => store.save(), 5000)
   window.addEventListener("beforeunload", () => store.save())
 
-  function tick(dtSec) {
-    store.update((state) => {
-      tickSimulation(state, dtSec)
-      state.meta.lastTickAt = Date.now()
-    })
-  }
+  let acc = 0
+  const step = 0.1
+  function tick(dtSec) {
+    const dt = Math.max(0, Math.min(0.5, dtSec))
+    acc += dt
+    if (acc < step) return
+    const steps = Math.min(20, Math.floor(acc / step))
+    acc -= steps * step
+    store.update((state) => {
+      for (let i = 0; i < steps; i++) tickSimulation(state, step)
+      state.meta.lastTickAt = Date.now()
+    })
+  }
 
   return {
     store,
     tick,
*** End Patch
2026-01-18T18:31:22.007917Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: src/game/ui.js
@@
   function renderExpedition(state) {
     const e = state.expedition
     if (!e.active) {
       const canStart = (state.resources.rations ?? 0) > 0 || (state.resources.meat ?? 0) > 0
       return `
         <div class="stack">
           ${renderActions(state)}
           <div class="card">
             <div class="card__title">Expeditions</div>
             <div class="muted">Prep in town, then explore room-by-room. Boss is always the last room.</div>
             <div class="row">
-              <button class="btn" data-action="expedition-start" data-risk="1" ${canStart ? "" : ""}>Start (Risk 1)</button>
-              <button class="btn" data-action="expedition-start" data-risk="2" ${canStart ? "" : ""}>Start (Risk 2)</button>
-              <button class="btn" data-action="expedition-start" data-risk="3" ${canStart ? "" : ""}>Start (Risk 3)</button>
+              <button class="btn" data-action="expedition-start" data-risk="1" ${canStart ? "" : "disabled"}>Start (Risk 1)</button>
+              <button class="btn" data-action="expedition-start" data-risk="2" ${canStart ? "" : "disabled"}>Start (Risk 2)</button>
+              <button class="btn" data-action="expedition-start" data-risk="3" ${canStart ? "" : "disabled"}>Start (Risk 3)</button>
             </div>
             <div class="muted small">Tip: cook rations for safer runs.</div>
           </div>
         </div>
       `
     }
*** End Patch
2026-01-18T18:31:27.048240Z  INFO ToolCall: apply_patch *** Begin Patch
*** Update File: main.js
@@
 import { DRACOLoader } from 'three/examples/jsm/loaders/DRACOLoader.js'
 import firefliesVertexShader from './shaders/fireflies/vertex.glsl'
 import firefliesFragmentShader from './shaders/fireflies/fragment.glsl'
+import { createGameApp } from "./src/game/app.js"
@@
 const renderer = new THREE.WebGLRenderer({
   canvas: canvas,
   antialias: true,
 });
